IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.222.162.45,2053,2053,true,SIN,Asia Pacific,Singapore,108,11.19
47.74.43.95,8443,8443,true,HKG,Asia Pacific,Hong Kong,259,11.19
8.209.255.195,2052,2052,false,HKG,Asia Pacific,Hong Kong,161,11.18
47.245.4.22,2095,2095,false,HKG,Asia Pacific,Hong Kong,161,11.18
8.219.3.53,2052,2052,false,SIN,Asia Pacific,Singapore,3,11.18
47.74.42.111,2086,2086,false,NRT,Asia Pacific,Tokyo,79,11.18
47.245.53.50,2053,2053,true,HKG,Asia Pacific,Hong Kong,257,11.18
47.245.4.219,2086,2086,false,HKG,Asia Pacific,Hong Kong,169,11.17
47.236.171.205,2095,2095,false,SIN,Asia Pacific,Singapore,33,11.17
47.74.27.151,2095,2095,false,SIN,Asia Pacific,Singapore,180,11.17
8.219.67.133,8880,8880,false,SIN,Asia Pacific,Singapore,6,11.16
8.219.255.171,2083,2083,true,SIN,Asia Pacific,Singapore,144,11.16
8.219.70.117,2087,2087,true,SIN,Asia Pacific,Singapore,142,11.16
8.219.253.114,8880,8880,false,SIN,Asia Pacific,Singapore,33,11.16
8.219.111.147,2087,2087,true,SIN,Asia Pacific,Singapore,180,11.15
47.245.54.58,2087,2087,true,HKG,Asia Pacific,Hong Kong,241,11.15
8.219.12.152,8443,8443,true,SIN,Asia Pacific,Singapore,50,11.15
8.209.214.222,2082,2082,false,HKG,Asia Pacific,Hong Kong,165,11.14
8.222.193.208,8080,8080,false,SIN,Asia Pacific,Singapore,5,11.14
47.245.37.37,8443,8443,true,SIN,Asia Pacific,Singapore,165,11.14
8.222.248.188,2082,2082,false,SIN,Asia Pacific,Singapore,7,11.14
8.219.208.69,8080,8080,false,SIN,Asia Pacific,Singapore,12,11.14
8.209.242.25,2096,2096,true,HKG,Asia Pacific,Hong Kong,188,11.14
8.222.209.223,2096,2096,true,SIN,Asia Pacific,Singapore,40,11.14
47.236.172.95,2083,2083,true,SIN,Asia Pacific,Singapore,106,11.14
47.245.33.158,80,80,false,NRT,Asia Pacific,Tokyo,76,11.13
47.74.4.47,8080,8080,false,HKG,Asia Pacific,Hong Kong,138,11.13
8.222.193.208,8443,8443,true,SIN,Asia Pacific,Singapore,64,11.12
8.217.221.165,80,80,false,HKG,Asia Pacific,Hong Kong,39,11.12
8.222.188.56,2083,2083,true,SIN,Asia Pacific,Singapore,52,11.12
8.219.248.170,2087,2087,true,SIN,Asia Pacific,Singapore,138,11.11
8.219.111.147,8443,8443,true,SIN,Asia Pacific,Singapore,88,11.11
47.245.39.28,2086,2086,false,NRT,Asia Pacific,Tokyo,90,11.11
8.219.56.205,2052,2052,false,SIN,Asia Pacific,Singapore,8,11.10
47.243.107.148,2083,2083,true,HKG,Asia Pacific,Hong Kong,50,11.10
47.91.2.165,8443,8443,true,HKG,Asia Pacific,Hong Kong,228,11.10
47.245.29.64,2083,2083,true,NRT,Asia Pacific,Tokyo,126,11.10
47.245.8.185,2096,2096,true,LAX,North America,Los Angeles,363,11.10
47.236.144.48,80,80,false,SIN,Asia Pacific,Singapore,21,11.09
47.236.170.54,8880,8880,false,SIN,Asia Pacific,Singapore,30,11.09
8.219.215.12,2096,2096,true,SIN,Asia Pacific,Singapore,84,11.09
8.222.249.98,2052,2052,false,SIN,Asia Pacific,Singapore,6,11.09
8.219.114.201,8880,8880,false,SIN,Asia Pacific,Singapore,6,11.09
8.219.73.188,2082,2082,false,SIN,Asia Pacific,Singapore,20,11.08
8.219.201.8,2083,2083,true,SIN,Asia Pacific,Singapore,145,11.08
47.236.170.54,2087,2087,true,SIN,Asia Pacific,Singapore,104,11.08
8.222.160.61,2083,2083,true,SIN,Asia Pacific,Singapore,94,11.08
47.74.37.50,2052,2052,false,HKG,Asia Pacific,Hong Kong,167,11.07
8.219.77.91,2087,2087,true,SIN,Asia Pacific,Singapore,158,11.07
8.219.142.229,8443,8443,true,SIN,Asia Pacific,Singapore,74,11.07
8.218.3.12,8880,8880,false,HKG,Asia Pacific,Hong Kong,42,11.07
8.219.206.180,2096,2096,true,SIN,Asia Pacific,Singapore,78,11.07
8.219.106.156,2052,2052,false,SIN,Asia Pacific,Singapore,15,11.07
8.222.224.163,2083,2083,true,SIN,Asia Pacific,Singapore,47,11.06
8.219.196.117,8443,8443,true,SIN,Asia Pacific,Singapore,89,11.06
47.245.58.250,8880,8880,false,NRT,Asia Pacific,Tokyo,73,11.06
8.210.101.157,8080,8080,false,HKG,Asia Pacific,Hong Kong,45,11.06
8.222.214.231,2083,2083,true,SIN,Asia Pacific,Singapore,72,11.06
8.222.229.102,2083,2083,true,SIN,Asia Pacific,Singapore,81,11.05
8.219.154.107,2087,2087,true,SIN,Asia Pacific,Singapore,165,11.05
47.245.37.41,2053,2053,true,NRT,Asia Pacific,Tokyo,97,11.05
8.222.226.15,2096,2096,true,SIN,Asia Pacific,Singapore,49,11.05
47.91.1.199,2096,2096,true,HKG,Asia Pacific,Hong Kong,214,11.05
8.219.213.112,8880,8880,false,SIN,Asia Pacific,Singapore,72,11.04
8.219.215.214,2095,2095,false,SIN,Asia Pacific,Singapore,17,11.04
8.222.224.163,2096,2096,true,SIN,Asia Pacific,Singapore,106,11.04
47.245.42.162,80,80,false,SIN,Asia Pacific,Singapore,168,11.04
47.74.10.135,2082,2082,false,SIN,Asia Pacific,Singapore,158,11.03
8.219.82.177,2096,2096,true,SIN,Asia Pacific,Singapore,118,11.03
8.219.139.13,2087,2087,true,SIN,Asia Pacific,Singapore,83,11.02
47.245.57.38,80,80,false,HKG,Asia Pacific,Hong Kong,157,11.02
47.74.26.131,2086,2086,false,NRT,Asia Pacific,Tokyo,73,11.02
47.74.54.145,2082,2082,false,NRT,Asia Pacific,Tokyo,82,11.02
8.210.107.246,8443,8443,true,HKG,Asia Pacific,Hong Kong,76,11.02
47.236.172.41,2083,2083,true,SIN,Asia Pacific,Singapore,134,11.02
8.222.187.4,80,80,false,SIN,Asia Pacific,Singapore,8,11.02
8.222.210.182,2086,2086,false,SIN,Asia Pacific,Singapore,50,11.01
8.219.87.34,8880,8880,false,SIN,Asia Pacific,Singapore,10,11.01
8.219.86.200,2083,2083,true,SIN,Asia Pacific,Singapore,78,11.01
8.219.210.93,8080,8080,false,SIN,Asia Pacific,Singapore,56,11.01
47.91.14.62,2083,2083,true,SIN,Asia Pacific,Singapore,174,11.00
8.219.194.170,2082,2082,false,SIN,Asia Pacific,Singapore,12,11.00
47.245.52.111,80,80,false,NRT,Asia Pacific,Tokyo,79,11.00
47.74.27.211,2087,2087,true,NRT,Asia Pacific,Tokyo,104,11.00
47.245.33.158,2096,2096,true,NRT,Asia Pacific,Tokyo,192,11.00
47.236.172.71,8880,8880,false,SIN,Asia Pacific,Singapore,25,10.99
8.219.77.222,80,80,false,SIN,Asia Pacific,Singapore,7,10.99
47.245.6.9,8443,8443,true,HKG,Asia Pacific,Hong Kong,243,10.99
8.222.221.109,2095,2095,false,SIN,Asia Pacific,Singapore,8,10.99
8.209.248.161,8880,8880,false,LAX,North America,Los Angeles,174,10.99
8.222.249.190,8443,8443,true,SIN,Asia Pacific,Singapore,102,10.99
8.222.197.251,443,443,true,SIN,Asia Pacific,Singapore,32,10.99
8.219.42.72,2083,2083,true,SIN,Asia Pacific,Singapore,81,10.99
47.74.11.219,80,80,false,NRT,Asia Pacific,Tokyo,75,10.99
8.218.174.118,2082,2082,false,HKG,Asia Pacific,Hong Kong,50,10.99
47.91.16.214,2087,2087,true,HKG,Asia Pacific,Hong Kong,142,10.98
8.219.249.38,8880,8880,false,SIN,Asia Pacific,Singapore,16,10.98
8.222.224.17,2052,2052,false,SIN,Asia Pacific,Singapore,3,10.98
8.219.78.1,2082,2082,false,SIN,Asia Pacific,Singapore,20,10.98
8.219.77.91,8880,8880,false,SIN,Asia Pacific,Singapore,32,10.98
8.219.0.162,8080,8080,false,SIN,Asia Pacific,Singapore,5,10.98
8.219.178.9,80,80,false,SIN,Asia Pacific,Singapore,12,10.98
8.219.194.170,2096,2096,true,SIN,Asia Pacific,Singapore,98,10.97
47.245.10.123,8080,8080,false,SIN,Asia Pacific,Singapore,156,10.96
8.222.227.191,2053,2053,true,SIN,Asia Pacific,Singapore,60,10.96
8.219.107.199,2095,2095,false,SIN,Asia Pacific,Singapore,8,10.96
8.219.87.34,2096,2096,true,SIN,Asia Pacific,Singapore,114,10.96
8.219.220.88,2086,2086,false,SIN,Asia Pacific,Singapore,4,10.96
8.219.152.195,2087,2087,true,SIN,Asia Pacific,Singapore,95,10.96
47.236.144.156,2083,2083,true,SIN,Asia Pacific,Singapore,145,10.96
47.74.25.115,2082,2082,false,NRT,Asia Pacific,Tokyo,72,10.95
8.219.103.57,8443,8443,true,SIN,Asia Pacific,Singapore,67,10.95
8.222.175.78,2083,2083,true,SIN,Asia Pacific,Singapore,88,10.95
8.209.240.229,2096,2096,true,NRT,Asia Pacific,Tokyo,86,10.95
47.91.16.198,2086,2086,false,HKG,Asia Pacific,Hong Kong,159,10.95
47.254.66.75,443,443,true,SJC,North America,San Jose,180,10.94
47.236.163.95,2086,2086,false,SIN,Asia Pacific,Singapore,18,10.94
8.222.215.228,2095,2095,false,SIN,Asia Pacific,Singapore,11,10.94
8.219.142.191,2087,2087,true,SIN,Asia Pacific,Singapore,81,10.94
47.91.1.199,80,80,false,HKG,Asia Pacific,Hong Kong,172,10.94
8.219.154.107,2096,2096,true,SIN,Asia Pacific,Singapore,54,10.93
47.74.27.94,2095,2095,false,SIN,Asia Pacific,Singapore,177,10.93
8.222.214.231,443,443,true,SIN,Asia Pacific,Singapore,52,10.93
8.219.103.65,443,443,true,SIN,Asia Pacific,Singapore,114,10.93
47.245.37.12,2087,2087,true,HKG,Asia Pacific,Hong Kong,206,10.93
8.219.79.74,80,80,false,SIN,Asia Pacific,Singapore,17,10.93
8.219.6.187,8443,8443,true,SIN,Asia Pacific,Singapore,49,10.92
8.222.244.123,80,80,false,SIN,Asia Pacific,Singapore,3,10.92
47.236.144.48,2086,2086,false,SIN,Asia Pacific,Singapore,22,10.92
47.74.11.251,8080,8080,false,LAX,North America,Los Angeles,182,10.92
8.219.163.195,80,80,false,SIN,Asia Pacific,Singapore,21,10.92
8.222.155.242,2087,2087,true,SIN,Asia Pacific,Singapore,134,10.92
8.222.144.219,8443,8443,true,SIN,Asia Pacific,Singapore,75,10.92
47.236.170.54,2095,2095,false,SIN,Asia Pacific,Singapore,58,10.91
47.236.161.155,2095,2095,false,SIN,Asia Pacific,Singapore,31,10.91
47.74.43.95,2096,2096,true,LAX,North America,Los Angeles,177,10.91
47.245.37.41,2086,2086,false,NRT,Asia Pacific,Tokyo,75,10.90
8.219.222.8,2053,2053,true,SIN,Asia Pacific,Singapore,109,10.90
47.236.163.221,2086,2086,false,SIN,Asia Pacific,Singapore,13,10.90
8.222.221.109,2087,2087,true,SIN,Asia Pacific,Singapore,55,10.90
47.245.55.94,2052,2052,false,LAX,North America,Los Angeles,186,10.90
47.88.101.9,443,443,true,SJC,North America,San Jose,176,10.90
8.219.110.88,2083,2083,true,SIN,Asia Pacific,Singapore,24,10.90
8.219.5.10,2096,2096,true,SIN,Asia Pacific,Singapore,87,10.89
8.219.90.196,2083,2083,true,SIN,Asia Pacific,Singapore,170,10.89
8.218.105.223,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,10.89
8.219.86.200,2083,2083,true,SIN,Asia Pacific,Singapore,60,10.89
8.219.93.5,2087,2087,true,SIN,Asia Pacific,Singapore,109,10.89
47.245.40.161,2053,2053,true,NRT,Asia Pacific,Tokyo,78,10.89
8.219.153.44,2087,2087,true,SIN,Asia Pacific,Singapore,76,10.89
47.74.40.13,8880,8880,false,HKG,Asia Pacific,Hong Kong,163,10.89
47.74.5.150,80,80,false,HKG,Asia Pacific,Hong Kong,148,10.89
47.74.11.251,80,80,false,LAX,North America,Los Angeles,174,10.89
8.219.206.180,2082,2082,false,SIN,Asia Pacific,Singapore,5,10.89
47.236.123.133,2083,2083,true,SIN,Asia Pacific,Singapore,96,10.89
47.245.52.153,2083,2083,true,NRT,Asia Pacific,Tokyo,93,10.89
8.219.84.102,2082,2082,false,SIN,Asia Pacific,Singapore,10,10.88
8.222.229.102,2086,2086,false,SIN,Asia Pacific,Singapore,7,10.88
8.217.159.210,2082,2082,false,HKG,Asia Pacific,Hong Kong,39,10.88
8.222.211.124,2053,2053,true,SIN,Asia Pacific,Singapore,120,10.87
47.74.39.194,80,80,false,HKG,Asia Pacific,Hong Kong,166,10.87
8.219.245.187,8880,0,false,SIN,Asia Pacific,Singapore,3,10.87
47.236.5.223,2086,2086,false,SIN,Asia Pacific,Singapore,12,10.87
8.219.222.98,2083,2083,true,SIN,Asia Pacific,Singapore,69,10.87
47.245.39.49,2086,2086,false,HKG,Asia Pacific,Hong Kong,165,10.87
8.219.208.69,2086,2086,false,SIN,Asia Pacific,Singapore,4,10.87
47.236.150.13,2086,2086,false,SIN,Asia Pacific,Singapore,34,10.86
8.219.99.8,8443,8443,true,SIN,Asia Pacific,Singapore,95,10.86
8.210.21.65,2096,2096,true,HKG,Asia Pacific,Hong Kong,35,10.85
8.219.156.148,2052,2052,false,SIN,Asia Pacific,Singapore,6,10.85
47.245.4.22,2082,2082,false,HKG,Asia Pacific,Hong Kong,154,10.85
8.219.0.162,8080,8080,false,SIN,Asia Pacific,Singapore,4,10.85
8.218.181.189,2096,2096,true,HKG,Asia Pacific,Hong Kong,65,10.85
8.219.194.170,2086,2086,false,SIN,Asia Pacific,Singapore,18,10.84
8.219.172.128,2083,2083,true,SIN,Asia Pacific,Singapore,71,10.84
47.74.25.115,2082,2082,false,HKG,Asia Pacific,Hong Kong,170,10.84
47.74.13.94,8443,8443,true,NRT,Asia Pacific,Tokyo,101,10.84
8.222.202.163,8880,8880,false,SIN,Asia Pacific,Singapore,4,10.84
47.245.57.109,2052,2052,false,HKG,Asia Pacific,Hong Kong,170,10.84
8.219.115.215,8880,8880,false,SIN,Asia Pacific,Singapore,9,10.84
8.219.79.74,8443,8443,true,SIN,Asia Pacific,Singapore,92,10.84
8.219.193.22,2095,2095,false,SIN,Asia Pacific,Singapore,10,10.84
8.222.159.252,80,80,false,SIN,Asia Pacific,Singapore,17,10.84
8.219.208.69,2053,2053,true,SIN,Asia Pacific,Singapore,76,10.83
8.219.78.1,8880,8880,false,SIN,Asia Pacific,Singapore,19,10.83
8.219.245.187,2096,2096,true,SIN,Asia Pacific,Singapore,90,10.83
8.218.204.128,2053,2053,true,HKG,Asia Pacific,Hong Kong,94,10.83
8.219.251.81,443,443,true,SIN,Asia Pacific,Singapore,160,10.83
8.209.243.99,8443,8443,true,NRT,Asia Pacific,Tokyo,75,10.83
8.219.111.175,80,80,false,SIN,Asia Pacific,Singapore,12,10.83
47.91.10.228,8443,8443,true,HKG,Asia Pacific,Hong Kong,145,10.82
8.219.99.169,8443,8443,true,SIN,Asia Pacific,Singapore,94,10.82
8.219.147.58,8443,8443,true,SIN,Asia Pacific,Singapore,49,10.82
8.222.167.8,8080,8080,false,SIN,Asia Pacific,Singapore,6,10.82
47.245.37.89,2096,2096,true,LAX,North America,Los Angeles,186,10.82
47.74.25.115,2083,2083,true,LAX,North America,Los Angeles,235,10.82
47.245.30.208,2095,2095,false,LAX,North America,Los Angeles,172,10.82
47.91.18.207,2087,2087,true,SIN,Asia Pacific,Singapore,174,10.82
47.74.15.117,8443,8443,true,NRT,Asia Pacific,Tokyo,152,10.82
8.219.63.193,2053,2053,true,SIN,Asia Pacific,Singapore,90,10.82
47.245.33.163,2052,2052,false,NRT,Asia Pacific,Tokyo,78,10.82
8.222.159.252,2096,2096,true,SIN,Asia Pacific,Singapore,106,10.82
47.91.14.69,80,80,false,LAX,North America,Los Angeles,173,10.81
47.236.166.131,2083,2083,true,SIN,Asia Pacific,Singapore,27,10.81
8.222.180.86,2087,2087,true,SIN,Asia Pacific,Singapore,64,10.81
8.219.255.171,80,80,false,SIN,Asia Pacific,Singapore,10,10.81
8.219.159.232,2052,2052,false,SIN,Asia Pacific,Singapore,12,10.80
8.222.254.91,2053,2053,true,SIN,Asia Pacific,Singapore,87,10.80
8.219.174.213,2083,2083,true,SIN,Asia Pacific,Singapore,130,10.80
8.219.248.47,2095,2095,false,SIN,Asia Pacific,Singapore,7,10.80
8.219.60.54,2082,2082,false,SIN,Asia Pacific,Singapore,86,10.80
8.222.209.223,2095,2095,false,SIN,Asia Pacific,Singapore,5,10.79
47.74.16.137,2053,2053,true,LAX,North America,Los Angeles,289,10.79
8.222.136.196,8443,8443,true,SIN,Asia Pacific,Singapore,50,10.79
8.222.226.15,8080,8080,false,SIN,Asia Pacific,Singapore,20,10.79
47.245.54.140,2096,2096,true,NRT,Asia Pacific,Tokyo,89,10.79
8.219.140.63,443,443,true,SIN,Asia Pacific,Singapore,64,10.79
8.219.6.157,2087,2087,true,SIN,Asia Pacific,Singapore,94,10.79
8.222.187.4,2083,2083,true,SIN,Asia Pacific,Singapore,31,10.79
47.236.174.206,2095,2095,false,SIN,Asia Pacific,Singapore,17,10.78
47.236.169.141,2083,2083,true,SIN,Asia Pacific,Singapore,65,10.78
47.245.52.240,2087,2087,true,HKG,Asia Pacific,Hong Kong,300,10.78
8.222.212.116,2083,2083,true,SIN,Asia Pacific,Singapore,113,10.78
47.88.15.127,443,443,true,SJC,North America,San Jose,178,10.77
8.222.224.162,2083,2083,true,SIN,Asia Pacific,Singapore,126,10.77
8.217.193.25,2096,2096,true,HKG,Asia Pacific,Hong Kong,54,10.77
8.219.230.254,2086,2086,false,SIN,Asia Pacific,Singapore,16,10.77
8.219.92.89,2083,2083,true,SIN,Asia Pacific,Singapore,104,10.77
8.219.42.72,2083,2083,true,SIN,Asia Pacific,Singapore,53,10.77
8.219.65.191,8443,8443,true,SIN,Asia Pacific,Singapore,114,10.76
47.74.11.219,8443,8443,true,NRT,Asia Pacific,Tokyo,112,10.76
8.219.112.75,2082,2082,false,SIN,Asia Pacific,Singapore,6,10.76
8.222.222.64,2083,2083,true,SIN,Asia Pacific,Singapore,49,10.76
47.74.27.94,2082,2082,false,HKG,Asia Pacific,Hong Kong,169,10.76
8.222.150.197,2083,2083,true,SIN,Asia Pacific,Singapore,64,10.76
47.236.172.71,2053,2053,true,SIN,Asia Pacific,Singapore,85,10.76
47.74.6.16,2082,2082,false,HKG,Asia Pacific,Hong Kong,147,10.75
8.219.202.130,80,80,false,SIN,Asia Pacific,Singapore,38,10.75
8.222.144.219,2095,2095,false,SIN,Asia Pacific,Singapore,11,10.74
8.219.87.34,2052,2052,false,SIN,Asia Pacific,Singapore,15,10.74
8.219.73.188,2083,2083,true,SIN,Asia Pacific,Singapore,60,10.74
47.245.32.215,8880,8880,false,HKG,Asia Pacific,Hong Kong,169,10.74
47.74.11.251,2096,2096,true,HKG,Asia Pacific,Hong Kong,282,10.74
47.91.3.135,2053,2053,true,NRT,Asia Pacific,Tokyo,100,10.74
47.91.15.247,8880,8880,false,HKG,Asia Pacific,Hong Kong,145,10.73
8.222.227.191,2086,2086,false,SIN,Asia Pacific,Singapore,23,10.73
8.219.72.50,2053,2053,true,SIN,Asia Pacific,Singapore,87,10.73
47.245.10.123,8880,8880,false,SIN,Asia Pacific,Singapore,164,10.73
8.219.73.21,2087,2087,true,SIN,Asia Pacific,Singapore,111,10.73
8.222.237.131,8080,8080,false,SIN,Asia Pacific,Singapore,17,10.73
8.222.211.124,8080,8080,false,SIN,Asia Pacific,Singapore,19,10.72
8.219.112.75,2082,2082,false,SIN,Asia Pacific,Singapore,24,10.72
8.219.103.57,2082,2082,false,SIN,Asia Pacific,Singapore,8,10.72
8.222.150.197,2082,2082,false,SIN,Asia Pacific,Singapore,25,10.72
8.219.204.120,2095,2095,false,SIN,Asia Pacific,Singapore,10,10.72
47.245.42.210,2053,2053,true,LAX,North America,Los Angeles,190,10.72
8.219.103.65,2082,2082,false,SIN,Asia Pacific,Singapore,11,10.71
8.219.6.187,8880,8880,false,SIN,Asia Pacific,Singapore,15,10.71
47.236.144.196,2083,2083,true,SIN,Asia Pacific,Singapore,69,10.71
8.219.161.129,2087,2087,true,SIN,Asia Pacific,Singapore,70,10.70
47.236.130.95,8880,8880,false,SIN,Asia Pacific,Singapore,14,10.70
8.222.197.251,80,80,false,SIN,Asia Pacific,Singapore,19,10.70
8.219.103.126,8443,8443,true,SIN,Asia Pacific,Singapore,93,10.70
8.222.147.203,2083,2083,true,SIN,Asia Pacific,Singapore,143,10.70
8.219.200.145,2082,2082,false,SIN,Asia Pacific,Singapore,26,10.70
8.219.178.9,2087,2087,true,SIN,Asia Pacific,Singapore,67,10.70
8.219.236.8,2087,2087,true,SIN,Asia Pacific,Singapore,33,10.69
47.74.37.50,2082,2082,false,LAX,North America,Los Angeles,175,10.69
8.219.163.195,2086,2086,false,SIN,Asia Pacific,Singapore,4,10.69
8.218.181.189,2095,2095,false,HKG,Asia Pacific,Hong Kong,38,10.69
8.219.250.239,8443,8443,true,SIN,Asia Pacific,Singapore,78,10.69
47.91.3.112,8880,8880,false,HKG,Asia Pacific,Hong Kong,158,10.68
8.219.82.177,2083,2083,true,SIN,Asia Pacific,Singapore,81,10.68
8.219.87.34,8443,8443,true,SIN,Asia Pacific,Singapore,77,10.68
8.219.66.156,443,443,true,HKG,Asia Pacific,Hong Kong,96,10.67
8.222.236.229,2095,2095,false,SIN,Asia Pacific,Singapore,4,10.67
8.222.221.90,2082,2082,false,SIN,Asia Pacific,Singapore,16,10.67
8.219.215.12,8443,8443,true,SIN,Asia Pacific,Singapore,89,10.67
47.236.166.131,8080,8080,false,SIN,Asia Pacific,Singapore,24,10.67
8.219.100.168,80,80,false,SIN,Asia Pacific,Singapore,6,10.67
8.222.248.188,2096,2096,true,SIN,Asia Pacific,Singapore,58,10.66
47.236.161.155,2095,2095,false,SIN,Asia Pacific,Singapore,14,10.66
8.219.40.37,8443,8443,true,SIN,Asia Pacific,Singapore,65,10.66
8.219.60.54,8880,8880,false,SIN,Asia Pacific,Singapore,7,10.66
8.222.249.190,8880,8880,false,SIN,Asia Pacific,Singapore,22,10.66
8.222.227.191,2087,2087,true,SIN,Asia Pacific,Singapore,63,10.65
8.209.214.157,2083,2083,true,NRT,Asia Pacific,Tokyo,75,10.65
8.218.201.73,2052,2052,false,HKG,Asia Pacific,Hong Kong,37,10.65
47.74.10.135,2083,2083,true,LAX,North America,Los Angeles,213,10.64
8.222.249.190,2086,2086,false,SIN,Asia Pacific,Singapore,11,10.64
8.222.255.15,2053,2053,true,SIN,Asia Pacific,Singapore,78,10.64
47.245.32.215,8443,8443,true,HKG,Asia Pacific,Hong Kong,239,10.64
8.218.18.132,2086,2086,false,HKG,Asia Pacific,Hong Kong,42,10.64
47.245.34.36,2082,2082,false,NRT,Asia Pacific,Tokyo,72,10.64
8.222.131.102,8080,8080,false,SIN,Asia Pacific,Singapore,10,10.64
8.219.204.120,2052,2052,false,SIN,Asia Pacific,Singapore,7,10.63
8.209.248.161,2096,2096,true,NRT,Asia Pacific,Tokyo,101,10.63
8.219.87.34,8080,8080,false,SIN,Asia Pacific,Singapore,17,10.63
8.219.222.8,8080,8080,false,SIN,Asia Pacific,Singapore,12,10.63
47.236.163.95,2095,2095,false,SIN,Asia Pacific,Singapore,23,10.63
8.222.129.245,2086,2086,false,SIN,Asia Pacific,Singapore,18,10.63
8.222.190.225,2095,2095,false,SIN,Asia Pacific,Singapore,4,10.63
47.245.41.84,2052,2052,false,HKG,Asia Pacific,Hong Kong,163,10.62
8.222.129.245,2052,2052,false,SIN,Asia Pacific,Singapore,10,10.62
47.91.29.108,80,80,false,HKG,Asia Pacific,Hong Kong,140,10.62
8.219.66.156,2052,2052,false,LAX,North America,Los Angeles,196,10.62
47.245.62.84,80,80,false,HKG,Asia Pacific,Hong Kong,170,10.62
47.245.11.216,2082,2082,false,HKG,Asia Pacific,Hong Kong,174,10.62
8.219.248.47,8880,0,false,SIN,Asia Pacific,Singapore,2,10.62
47.236.165.25,2086,2086,false,SIN,Asia Pacific,Singapore,13,10.62
8.209.255.195,8080,8080,false,HKG,Asia Pacific,Hong Kong,159,10.62
47.245.8.185,2082,2082,false,LAX,North America,Los Angeles,176,10.62
8.219.13.143,8880,8880,false,SIN,Asia Pacific,Singapore,8,10.62
47.74.11.9,2083,2083,true,SIN,Asia Pacific,Singapore,160,10.61
8.222.238.141,2083,2083,true,SIN,Asia Pacific,Singapore,64,10.61
8.222.254.91,2052,2052,false,SIN,Asia Pacific,Singapore,4,10.61
8.222.140.87,2095,2095,false,SIN,Asia Pacific,Singapore,5,10.61
