IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
140.238.52.81,2053,2053,true,HKG,Asia Pacific,Hong Kong,197,8.96
138.3.223.50,2096,2096,true,LAX,North America,Los Angeles,241,8.96
158.101.155.158,8880,8880,false,HKG,Asia Pacific,Hong Kong,164,8.95
141.147.183.96,2053,2053,true,NRT,Asia Pacific,Tokyo,99,8.95
138.3.210.114,2082,2082,false,HKG,Asia Pacific,Hong Kong,192,8.95
141.147.174.190,2095,2095,false,HKG,Asia Pacific,Hong Kong,190,8.95
150.230.107.94,2052,2052,false,NRT,Asia Pacific,Tokyo,130,8.94
131.186.47.255,8880,8880,false,LAX,North America,Los Angeles,228,8.94
150.230.106.21,2052,2052,false,LAX,North America,Los Angeles,204,8.93
158.101.131.218,2096,2096,true,NRT,Asia Pacific,Tokyo,132,8.91
131.186.37.69,2096,2096,true,NRT,Asia Pacific,Tokyo,136,8.91
151.145.75.28,2096,2096,true,NRT,Asia Pacific,Tokyo,123,8.90
158.101.90.190,8880,8880,false,NRT,Asia Pacific,Tokyo,97,8.89
151.145.65.8,8080,8080,false,NRT,Asia Pacific,Tokyo,123,8.89
130.162.229.42,2053,443,true,FRA,Europe,Frankfurt,176,8.88
158.178.146.1,443,443,true,FRA,Europe,Frankfurt,174,8.88
150.230.99.173,2096,2096,true,SIN,Asia Pacific,Singapore,166,8.88
141.147.167.40,8443,8443,true,LAX,North America,Los Angeles,199,8.88
140.238.35.195,8443,8443,true,SIN,Asia Pacific,Singapore,231,8.87
158.101.155.115,2082,2082,false,SIN,Asia Pacific,Singapore,167,8.87
131.186.61.45,2086,2086,false,LAX,North America,Los Angeles,203,8.87
158.101.146.203,2053,2053,true,NRT,Asia Pacific,Tokyo,124,8.84
132.145.121.242,2053,2053,true,HKG,Asia Pacific,Hong Kong,154,8.83
141.147.168.13,2053,2053,true,HKG,Asia Pacific,Hong Kong,145,8.82
132.145.121.34,2052,2052,false,SIN,Asia Pacific,Singapore,202,8.81
132.145.113.148,8080,8080,false,SIN,Asia Pacific,Singapore,204,8.79
132.145.115.17,2096,2096,true,NRT,Asia Pacific,Tokyo,97,8.78
158.101.150.126,2052,2052,false,HKG,Asia Pacific,Hong Kong,158,8.77
168.138.206.236,2053,2053,true,SIN,Asia Pacific,Singapore,158,8.77
132.145.121.123,2096,2096,true,HKG,Asia Pacific,Hong Kong,206,8.77
138.3.210.114,8443,8443,true,SIN,Asia Pacific,Singapore,164,8.76
132.145.112.247,2086,2086,false,NRT,Asia Pacific,Tokyo,75,8.76
138.3.211.101,8080,8080,false,HKG,Asia Pacific,Hong Kong,154,8.76
140.238.35.195,2083,2083,true,HKG,Asia Pacific,Hong Kong,179,8.76
158.101.90.190,80,80,false,NRT,Asia Pacific,Tokyo,94,8.75
144.21.55.238,443,443,true,FRA,Europe,Frankfurt,251,8.75
150.230.98.39,2082,2082,false,NRT,Asia Pacific,Tokyo,127,8.74
141.147.76.196,443,443,true,FRA,Europe,Frankfurt,176,8.74
131.186.47.223,80,80,false,SIN,Asia Pacific,Singapore,167,8.73
150.230.107.94,8880,8880,false,NRT,Asia Pacific,Tokyo,76,8.73
158.101.158.238,2083,2083,true,NRT,Asia Pacific,Tokyo,144,8.72
132.145.112.168,8443,8443,true,HKG,Asia Pacific,Hong Kong,168,8.72
140.238.48.97,2096,2096,true,LAX,North America,Los Angeles,209,8.71
158.101.136.239,80,80,false,HKG,Asia Pacific,Hong Kong,154,8.70
132.145.126.204,2086,2086,false,NRT,Asia Pacific,Tokyo,78,8.70
151.145.69.105,2053,2053,true,HKG,Asia Pacific,Hong Kong,143,8.68
158.101.149.122,2052,2052,false,NRT,Asia Pacific,Tokyo,136,8.68
158.101.145.246,2053,2053,true,HKG,Asia Pacific,Hong Kong,204,8.66
84.235.174.202,443,443,true,FRA,Europe,Frankfurt,184,8.66
141.147.168.159,2087,2087,true,HKG,Asia Pacific,Hong Kong,158,8.66
141.147.168.13,80,80,false,NRT,Asia Pacific,Tokyo,81,8.65
141.147.175.230,8443,8443,true,LAX,North America,Los Angeles,205,8.65
158.101.136.239,2086,2086,false,HKG,Asia Pacific,Hong Kong,158,8.64
131.186.46.75,2086,2086,false,NRT,Asia Pacific,Tokyo,91,8.63
138.2.0.217,2095,2095,false,HKG,Asia Pacific,Hong Kong,154,8.62
138.3.215.11,2083,2083,true,HKG,Asia Pacific,Hong Kong,149,8.62
158.178.144.139,443,443,true,FRA,Europe,Frankfurt,173,8.61
131.186.46.75,8080,8080,false,NRT,Asia Pacific,Tokyo,130,8.57
152.67.131.43,443,443,true,FRA,Europe,Frankfurt,200,8.56
141.147.178.115,80,80,false,HKG,Asia Pacific,Hong Kong,155,8.56
138.3.220.4,8880,8880,false,HKG,Asia Pacific,Hong Kong,156,8.55
141.147.178.202,2052,2052,false,SIN,Asia Pacific,Singapore,148,8.52
138.3.210.114,8880,8880,false,HKG,Asia Pacific,Hong Kong,156,8.51
132.145.114.250,2086,2086,false,NRT,Asia Pacific,Tokyo,75,8.51
168.138.206.236,8443,8443,true,SIN,Asia Pacific,Singapore,200,8.51
132.145.122.95,2096,2096,true,NRT,Asia Pacific,Tokyo,129,8.51
131.186.46.75,2096,2096,true,NRT,Asia Pacific,Tokyo,134,8.50
132.145.115.17,2053,2053,true,NRT,Asia Pacific,Tokyo,88,8.50
150.230.101.13,8080,8080,false,SIN,Asia Pacific,Singapore,169,8.50
158.101.149.81,8080,8080,false,LAX,North America,Los Angeles,240,8.49
132.145.121.34,80,80,false,SIN,Asia Pacific,Singapore,199,8.49
131.186.59.232,2082,2082,false,HKG,Asia Pacific,Hong Kong,148,8.47
151.145.66.219,2052,2052,false,NRT,Asia Pacific,Tokyo,94,8.47
151.145.69.105,2082,2082,false,HKG,Asia Pacific,Hong Kong,186,8.47
158.101.137.74,2082,2082,false,LAX,North America,Los Angeles,234,8.45
131.186.36.248,2095,2095,false,SIN,Asia Pacific,Singapore,200,8.45
132.145.112.247,2087,2087,true,HKG,Asia Pacific,Hong Kong,197,8.45
158.101.88.214,2096,2096,true,LAX,North America,Los Angeles,260,8.45
131.186.34.244,2096,2096,true,LAX,North America,Los Angeles,221,8.45
131.186.43.107,8880,8880,false,HKG,Asia Pacific,Hong Kong,141,8.43
168.138.206.68,2083,2083,true,LAX,North America,Los Angeles,231,8.43
132.145.123.238,2052,2052,false,SIN,Asia Pacific,Singapore,196,8.42
141.147.76.28,443,443,true,FRA,Europe,Frankfurt,199,8.41
131.186.38.135,2082,2082,false,SIN,Asia Pacific,Singapore,210,8.41
132.145.120.118,2086,2086,false,NRT,Asia Pacific,Tokyo,77,8.39
130.162.238.191,443,443,true,FRA,Europe,Frankfurt,249,8.37
141.147.191.132,8880,8880,false,SIN,Asia Pacific,Singapore,198,8.37
132.145.125.165,2096,2096,true,NRT,Asia Pacific,Tokyo,78,8.37
132.145.114.14,2087,2087,true,HKG,Asia Pacific,Hong Kong,231,8.36
150.230.98.39,2083,2083,true,NRT,Asia Pacific,Tokyo,88,8.36
158.101.84.123,2086,2086,false,NRT,Asia Pacific,Tokyo,96,8.36
150.230.105.53,2082,2082,false,NRT,Asia Pacific,Tokyo,91,8.35
141.147.174.190,80,80,false,NRT,Asia Pacific,Tokyo,92,8.34
131.186.63.127,2053,2053,true,HKG,Asia Pacific,Hong Kong,224,8.34
150.230.98.39,2052,2052,false,NRT,Asia Pacific,Tokyo,129,8.34
158.101.147.4,2083,2083,true,NRT,Asia Pacific,Tokyo,105,8.33
131.186.37.69,2087,2087,true,NRT,Asia Pacific,Tokyo,134,8.33
158.101.145.246,2096,2096,true,SIN,Asia Pacific,Singapore,210,8.32
141.145.206.16,8443,443,true,CDG,Europe,Paris,153,8.32
151.145.74.199,8880,8880,false,HKG,Asia Pacific,Hong Kong,155,8.31
138.3.211.101,2052,2052,false,SIN,Asia Pacific,Singapore,199,8.30
138.3.253.254,443,443,true,FRA,Europe,Frankfurt,242,8.29
168.138.205.38,2052,0,false,LAX,North America,Los Angeles,233,8.28
132.145.120.118,2082,2082,false,NRT,Asia Pacific,Tokyo,92,8.28
158.101.150.74,2095,2095,false,LAX,North America,Los Angeles,183,8.28
158.101.131.218,8080,8080,false,HKG,Asia Pacific,Hong Kong,146,8.27
158.101.146.160,8080,8080,false,SIN,Asia Pacific,Singapore,201,8.27
141.147.66.54,443,443,true,FRA,Europe,Frankfurt,177,8.27
141.147.174.7,2087,2087,true,NRT,Asia Pacific,Tokyo,126,8.26
131.186.43.207,2082,2082,false,HKG,Asia Pacific,Hong Kong,155,8.26
141.147.183.96,2052,2052,false,HKG,Asia Pacific,Hong Kong,194,8.26
158.101.81.4,2083,2083,true,HKG,Asia Pacific,Hong Kong,193,8.25
158.101.150.126,2082,2082,false,SIN,Asia Pacific,Singapore,168,8.24
141.147.186.210,2052,2052,false,HKG,Asia Pacific,Hong Kong,198,8.24
150.230.109.252,2095,2095,false,NRT,Asia Pacific,Tokyo,132,8.22
132.145.121.242,2052,2052,false,HKG,Asia Pacific,Hong Kong,149,8.17
131.186.41.255,80,80,false,LAX,North America,Los Angeles,237,8.17
158.101.147.4,8080,8080,false,LAX,North America,Los Angeles,231,8.17
131.186.61.45,2096,2096,true,HKG,Asia Pacific,Hong Kong,183,8.16
132.145.114.4,2086,2086,false,HKG,Asia Pacific,Hong Kong,192,8.16
158.101.148.221,2095,2095,false,HKG,Asia Pacific,Hong Kong,132,8.15
141.147.191.132,2083,2083,true,NRT,Asia Pacific,Tokyo,159,8.14
138.3.212.162,8880,8880,false,NRT,Asia Pacific,Tokyo,75,8.13
150.230.101.13,2087,2087,true,HKG,Asia Pacific,Hong Kong,172,8.10
132.145.123.159,2095,2095,false,NRT,Asia Pacific,Tokyo,95,8.09
141.147.186.210,8080,8080,false,SIN,Asia Pacific,Singapore,198,8.09
138.3.214.43,2096,2096,true,SIN,Asia Pacific,Singapore,212,8.07
158.101.158.238,8880,8880,false,SIN,Asia Pacific,Singapore,163,8.06
132.145.124.198,8080,8080,false,LAX,North America,Los Angeles,239,8.06
158.101.95.113,2087,2087,true,HKG,Asia Pacific,Hong Kong,198,8.06
132.145.125.165,80,80,false,NRT,Asia Pacific,Tokyo,92,8.06
144.24.173.17,443,443,true,FRA,Europe,Frankfurt,172,8.06
150.230.108.135,2083,2083,true,LAX,North America,Los Angeles,198,8.04
132.145.112.247,8080,8080,false,HKG,Asia Pacific,Hong Kong,193,8.04
150.230.98.39,8880,8880,false,NRT,Asia Pacific,Tokyo,92,8.03
130.162.239.153,443,443,true,FRA,Europe,Frankfurt,248,8.02
141.147.90.207,443,443,true,FRA,Europe,Frankfurt,197,8.01
151.145.75.28,2083,2083,true,NRT,Asia Pacific,Tokyo,91,8.01
138.3.222.204,2052,2052,false,HKG,Asia Pacific,Hong Kong,162,8.01
132.145.114.14,2052,2052,false,NRT,Asia Pacific,Tokyo,92,8.00
150.230.105.53,2087,2087,true,LAX,North America,Los Angeles,233,8.00
151.145.74.56,2087,2087,true,NRT,Asia Pacific,Tokyo,205,7.99
158.101.88.214,80,80,false,HKG,Asia Pacific,Hong Kong,151,7.97
168.138.196.164,2053,2053,true,HKG,Asia Pacific,Hong Kong,151,7.96
158.101.148.221,2082,2082,false,HKG,Asia Pacific,Hong Kong,150,7.95
131.186.59.232,2086,2086,false,HKG,Asia Pacific,Hong Kong,149,7.95
168.138.205.38,2083,2083,true,HKG,Asia Pacific,Hong Kong,155,7.94
130.61.23.77,443,443,true,FRA,Europe,Frankfurt,174,7.92
132.145.127.51,2052,2052,false,HKG,Asia Pacific,Hong Kong,144,7.92
141.147.183.96,2087,2087,true,LAX,North America,Los Angeles,214,7.92
132.145.120.118,8080,8080,false,NRT,Asia Pacific,Tokyo,130,7.92
141.147.168.159,2082,2082,false,LAX,North America,Los Angeles,206,7.92
131.186.37.49,2086,2086,false,HKG,Asia Pacific,Hong Kong,144,7.90
150.230.97.239,2087,2087,true,SIN,Asia Pacific,Singapore,195,7.89
158.101.142.103,2096,2096,true,SIN,Asia Pacific,Singapore,176,7.88
151.145.75.28,8443,8443,true,NRT,Asia Pacific,Tokyo,75,7.88
158.101.150.74,2087,2087,true,HKG,Asia Pacific,Hong Kong,196,7.87
132.145.127.21,8443,8443,true,NRT,Asia Pacific,Tokyo,124,7.87
131.186.47.223,2083,2083,true,SIN,Asia Pacific,Singapore,198,7.86
138.3.212.162,8443,8443,true,HKG,Asia Pacific,Hong Kong,171,7.86
141.147.174.7,8443,8443,true,HKG,Asia Pacific,Hong Kong,171,7.84
131.186.59.94,80,80,false,HKG,Asia Pacific,Hong Kong,187,7.83
158.101.145.246,2087,2087,true,SIN,Asia Pacific,Singapore,158,7.81
141.147.179.64,2087,2087,true,NRT,Asia Pacific,Tokyo,107,7.81
168.138.207.64,2096,2096,true,SIN,Asia Pacific,Singapore,147,7.80
131.186.34.244,2053,2053,true,HKG,Asia Pacific,Hong Kong,242,7.80
132.145.117.216,2053,2053,true,HKG,Asia Pacific,Hong Kong,196,7.78
132.145.120.103,2086,2086,false,HKG,Asia Pacific,Hong Kong,188,7.78
141.147.189.242,8443,8443,true,SIN,Asia Pacific,Singapore,228,7.77
192.18.150.121,443,0,true,YYZ,North America,Toronto,222,7.77
132.145.113.148,2082,2082,false,SIN,Asia Pacific,Singapore,170,7.76
158.101.158.251,8880,8880,false,HKG,Asia Pacific,Hong Kong,156,7.76
132.145.120.118,2087,2087,true,NRT,Asia Pacific,Tokyo,109,7.76
132.145.122.95,2053,2053,true,NRT,Asia Pacific,Tokyo,95,7.76
138.3.222.204,8443,8443,true,LAX,North America,Los Angeles,210,7.75
138.2.0.217,2096,2096,true,HKG,Asia Pacific,Hong Kong,155,7.74
132.145.121.242,2082,2082,false,HKG,Asia Pacific,Hong Kong,134,7.74
138.3.223.70,2096,2096,true,NRT,Asia Pacific,Tokyo,88,7.72
132.145.120.115,2053,2053,true,SIN,Asia Pacific,Singapore,165,7.71
158.101.158.251,2052,2052,false,SIN,Asia Pacific,Singapore,200,7.71
141.147.61.116,2053,443,true,FRA,Europe,Frankfurt,168,7.71
151.145.69.105,8443,8443,true,HKG,Asia Pacific,Hong Kong,184,7.70
141.147.160.86,2082,2082,false,LAX,North America,Los Angeles,197,7.70
132.145.123.112,8443,8443,true,HKG,Asia Pacific,Hong Kong,166,7.69
158.101.146.160,2086,2086,false,HKG,Asia Pacific,Hong Kong,196,7.68
144.24.173.250,2053,443,true,FRA,Europe,Frankfurt,167,7.68
151.145.65.8,2083,2083,true,NRT,Asia Pacific,Tokyo,130,7.67
141.147.178.135,8443,8443,true,HKG,Asia Pacific,Hong Kong,179,7.67
140.238.34.208,8443,8443,true,HKG,Asia Pacific,Hong Kong,143,7.66
131.186.45.88,2087,2087,true,HKG,Asia Pacific,Hong Kong,196,7.64
138.3.223.50,8880,8880,false,HKG,Asia Pacific,Hong Kong,156,7.64
158.101.144.34,8880,8880,false,SIN,Asia Pacific,Singapore,171,7.63
138.3.220.4,2052,2052,false,HKG,Asia Pacific,Hong Kong,140,7.63
131.186.44.38,2052,2052,false,HKG,Asia Pacific,Hong Kong,195,7.62
141.147.178.115,2052,2052,false,HKG,Asia Pacific,Hong Kong,195,7.61
84.235.174.94,443,443,true,FRA,Europe,Frankfurt,183,7.61
141.147.178.135,80,80,false,HKG,Asia Pacific,Hong Kong,177,7.59
158.101.150.126,2095,2095,false,LAX,North America,Los Angeles,242,7.59
141.147.175.230,2082,2082,false,SIN,Asia Pacific,Singapore,173,7.59
138.3.210.114,2087,2087,true,HKG,Asia Pacific,Hong Kong,196,7.58
132.145.123.159,2096,2096,true,NRT,Asia Pacific,Tokyo,92,7.57
141.147.178.135,2053,2053,true,HKG,Asia Pacific,Hong Kong,189,7.57
158.101.131.218,80,80,false,LAX,North America,Los Angeles,184,7.56
140.238.34.208,2083,2083,true,HKG,Asia Pacific,Hong Kong,157,7.56
151.145.68.166,2053,2053,true,LAX,North America,Los Angeles,257,7.56
168.138.195.31,2053,2053,true,SIN,Asia Pacific,Singapore,163,7.55
141.147.75.156,443,443,true,FRA,Europe,Frankfurt,189,7.55
141.147.175.230,8080,8080,false,HKG,Asia Pacific,Hong Kong,157,7.54
150.230.99.173,2053,2053,true,HKG,Asia Pacific,Hong Kong,148,7.54
158.101.144.34,2086,2086,false,LAX,North America,Los Angeles,214,7.53
131.186.37.69,2053,2053,true,NRT,Asia Pacific,Tokyo,149,7.52
138.3.211.101,2095,2095,false,HKG,Asia Pacific,Hong Kong,143,7.52
132.145.127.51,2086,2086,false,HKG,Asia Pacific,Hong Kong,191,7.51
138.3.217.39,2087,2087,true,LAX,North America,Los Angeles,200,7.51
132.145.124.198,8443,8443,true,LAX,North America,Los Angeles,190,7.50
141.147.186.210,2086,2086,false,LAX,North America,Los Angeles,201,7.49
158.101.149.71,2053,2053,true,NRT,Asia Pacific,Tokyo,92,7.49
131.186.44.38,2086,2086,false,SIN,Asia Pacific,Singapore,161,7.48
158.101.149.52,8443,8443,true,NRT,Asia Pacific,Tokyo,165,7.47
138.3.222.204,2096,2096,true,SIN,Asia Pacific,Singapore,201,7.47
158.101.137.74,2095,2095,false,NRT,Asia Pacific,Tokyo,127,7.46
138.3.211.101,2083,2083,true,HKG,Asia Pacific,Hong Kong,192,7.45
138.3.210.114,2086,2086,false,HKG,Asia Pacific,Hong Kong,193,7.44
132.145.123.159,8443,8443,true,NRT,Asia Pacific,Tokyo,87,7.44
151.145.71.127,2083,2083,true,HKG,Asia Pacific,Hong Kong,144,7.44
158.101.137.74,2087,2087,true,NRT,Asia Pacific,Tokyo,78,7.43
158.101.145.246,2052,2052,false,HKG,Asia Pacific,Hong Kong,158,7.42
158.101.137.96,80,80,false,NRT,Asia Pacific,Tokyo,90,7.42
168.138.197.222,2083,2083,true,SIN,Asia Pacific,Singapore,167,7.42
132.145.121.175,2096,2096,true,HKG,Asia Pacific,Hong Kong,188,7.42
158.101.142.103,2095,2095,false,HKG,Asia Pacific,Hong Kong,191,7.42
131.186.34.11,2096,2096,true,SIN,Asia Pacific,Singapore,170,7.42
150.230.105.228,8443,8443,true,HKG,Asia Pacific,Hong Kong,137,7.41
158.101.139.42,2086,2086,false,LAX,North America,Los Angeles,182,7.41
132.145.123.238,2086,2086,false,SIN,Asia Pacific,Singapore,161,7.41
168.138.211.188,2087,2087,true,HKG,Asia Pacific,Hong Kong,147,7.41
158.101.136.239,2095,2095,false,HKG,Asia Pacific,Hong Kong,160,7.40
150.230.106.21,2082,2082,false,LAX,North America,Los Angeles,241,7.40
158.101.158.251,8443,8443,true,SIN,Asia Pacific,Singapore,223,7.40
132.145.115.17,2087,2087,true,NRT,Asia Pacific,Tokyo,144,7.39
130.162.216.221,443,443,true,FRA,Europe,Frankfurt,166,7.38
132.145.114.14,2053,2053,true,HKG,Asia Pacific,Hong Kong,212,7.38
138.3.217.39,8443,8443,true,HKG,Asia Pacific,Hong Kong,192,7.37
138.3.220.4,2096,2096,true,LAX,North America,Los Angeles,243,7.35
138.3.220.4,2082,2082,false,NRT,Asia Pacific,Tokyo,129,7.34
151.145.65.8,8880,8880,false,NRT,Asia Pacific,Tokyo,90,7.33
158.101.150.74,2053,2053,true,LAX,North America,Los Angeles,219,7.33
150.230.99.173,8880,8880,false,HKG,Asia Pacific,Hong Kong,190,7.33
151.145.65.203,2082,2082,false,LAX,North America,Los Angeles,189,7.32
158.101.140.255,2095,2095,false,SIN,Asia Pacific,Singapore,163,7.31
150.230.109.252,2082,2082,false,NRT,Asia Pacific,Tokyo,125,7.30
131.186.47.223,2053,2053,true,NRT,Asia Pacific,Tokyo,132,7.30
151.145.75.28,2053,2053,true,NRT,Asia Pacific,Tokyo,171,7.30
168.138.196.164,2083,2083,true,HKG,Asia Pacific,Hong Kong,153,7.28
151.145.68.166,2096,2096,true,SIN,Asia Pacific,Singapore,166,7.28
150.230.105.228,2083,2083,true,HKG,Asia Pacific,Hong Kong,158,7.28
141.147.166.189,2096,2096,true,NRT,Asia Pacific,Tokyo,96,7.27
132.145.126.21,80,80,false,NRT,Asia Pacific,Tokyo,123,7.27
151.145.65.8,2082,2082,false,NRT,Asia Pacific,Tokyo,128,7.27
158.101.152.221,2096,2096,true,NRT,Asia Pacific,Tokyo,83,7.26
132.145.112.247,2096,2096,true,LAX,North America,Los Angeles,248,7.25
141.147.178.202,2087,2087,true,SIN,Asia Pacific,Singapore,178,7.24
158.101.152.221,2095,2095,false,HKG,Asia Pacific,Hong Kong,163,7.23
131.186.41.82,8080,8080,false,NRT,Asia Pacific,Tokyo,88,7.21
141.147.191.211,8443,8443,true,LAX,North America,Los Angeles,249,7.21
132.145.123.143,2095,2095,false,SIN,Asia Pacific,Singapore,203,7.21
158.101.139.42,8080,8080,false,HKG,Asia Pacific,Hong Kong,165,7.20
150.230.105.53,2083,2083,true,SIN,Asia Pacific,Singapore,164,7.19
132.145.117.216,2086,2086,false,SIN,Asia Pacific,Singapore,199,7.19
141.147.186.210,2087,2087,true,HKG,Asia Pacific,Hong Kong,173,7.19
141.147.191.132,2087,2087,true,LAX,North America,Los Angeles,201,7.18
141.147.183.96,8443,8443,true,LAX,North America,Los Angeles,244,7.17
132.145.124.198,2052,2052,false,SIN,Asia Pacific,Singapore,165,7.16
138.3.212.162,2082,2082,false,HKG,Asia Pacific,Hong Kong,188,7.16
